"","reporterDesc","partnerDesc","primaryValue","flowCode"
"8015","Greece","Comoros",7340571,"M"
"8016","Greece","Congo",331758649,"M"
"8017","Greece","Dem. Rep. of the Congo",212498,"M"
"8018","Greece","Cook Isds",5400170,"M"
"8019","Greece","Costa Rica",21762390,"M"
"8020","Greece","Croatia",143649578,"M"
"8021","Greece","Cuba",11586921,"M"
"8022","Greece","Cyprus",612115287,"M"
"8023","Greece","Czechia",730845828,"M"
"8024","Greece","Benin",514057,"M"
"8025","Greece","Denmark",678129481,"M"
"8026","Greece","Dominica",3548,"M"
"8027","Greece","Dominican Rep.",2617522,"M"
"8028","Greece","Ecuador",200407041,"M"
"8029","Greece","El Salvador",1056814,"M"
"8030","Greece","Equatorial Guinea",6577,"M"
"8031","Greece","Ethiopia",8065255,"M"
"8032","Greece","Estonia",31890380,"M"
"8033","Greece","Faroe Isds",4234430,"M"
"8034","Greece","South Georgia and the South Sandwich Islands",23756,"M"
"8035","Greece","Fiji",108,"M"
"8036","Greece","Finland",222803174,"M"
"8037","Greece","France",4115824706,"M"
"8038","Greece","French Polynesia",396097,"M"
"8039","Greece","Djibouti",186344,"M"
"8040","Greece","Gabon",31579511,"M"
"8041","Greece","Georgia",9339200,"M"
"8042","Greece","Gambia",1520851,"M"
"8043","Greece","State of Palestine",150446,"M"
"8044","Greece","Germany",9456074200,"M"
"8045","Greece","Ghana",12801510,"M"
"8046","Greece","Gibraltar",111974,"M"
"8047","Greece","Greenland",82691,"M"
"8048","Greece","Grenada",115,"M"
"8049","Greece","Guam",4799,"M"
"8050","Greece","Guatemala",7032898,"M"
"8051","Greece","Guinea",17885031,"M"
"8052","Greece","Guyana",215166837,"M"
"8053","Greece","Haiti",579,"M"
"8054","Greece","Heard Island and McDonald Islands",5468,"M"
"8055","Greece","Honduras",6828414,"M"
"8056","Greece","China, Hong Kong SAR",51550961,"M"
"8057","Greece","Hungary",831127025,"M"
"8058","Greece","Iceland",11166164,"M"
"8059","Greece","Indonesia",260410274,"M"
"8060","Greece","Iran",21408553,"M"
"8061","Greece","Iraq",5411792390,"M"
"8062","Greece","Ireland",635785080,"M"
"8063","Greece","Israel",472498698,"M"
"8064","Greece","Italy",7491012180,"M"
"8065","Greece","Cote d'Ivoire",101478175,"M"
"8066","Greece","Jamaica",9038408,"M"
"8067","Greece","Japan",330466661,"M"
"8068","Greece","Kazakhstan",4414490540,"M"
"8069","Greece","Jordan",49254054,"M"
"8070","Greece","Kenya",3964492,"M"
"8071","Greece","Dem. People's Rep. of Korea",45529,"M"
"8072","Greece","Rep. of Korea",439129377,"M"
"8073","Greece","Kuwait",9432595,"M"
"8074","Greece","Kyrgyzstan",1327607,"M"
"8075","Greece","Lao People's Dem. Rep.",462421,"M"
"8076","Greece","Lebanon",63183834,"M"
"8077","Greece","Latvia",36681904,"M"
"8078","Greece","Liberia",147860,"M"
"8079","Greece","Libya",2621439175,"M"
"8080","Greece","Lithuania",105271190,"M"
"8081","Greece","Luxembourg",61076203,"M"
"8082","Greece","China, Macao SAR",6685,"M"
"8083","Greece","Madagascar",1427454,"M"
"8084","Greece","Malawi",6884264,"M"
"8085","Greece","Malaysia",78989476,"M"
"8086","Greece","Maldives",119,"M"
"8087","Greece","Mali",2205789,"M"
"8088","Greece","Malta",352700928,"M"
"8089","Greece","Mauritania",9075106,"M"
"8090","Greece","Mauritius",2467285,"M"
"8091","Greece","Mexico",88014301,"M"
"8092","Greece","Other Asia, nes",158832985,"M"
"8093","Greece","Mongolia",5395,"M"
"8094","Greece","Rep. of Moldova",74271417,"M"
"8095","Greece","Montenegro",11846343,"M"
"8096","Greece","Morocco",135689530,"M"
"8097","Greece","Mozambique",116450095,"M"
"8098","Greece","Oman",133727768,"M"
"8099","Greece","Namibia",8225088,"M"
"8100","Greece","Nepal",228796,"M"
"8101","Greece","Netherlands",5022742022,"M"
"8102","Greece","Curacao",5933,"M"
"8103","Greece","Aruba",3265,"M"
"8104","Greece","Vanuatu",645887,"M"
"8105","Greece","New Zealand",50653451,"M"
"8106","Greece","Nicaragua",1999696,"M"
"8107","Greece","Niger",1162591,"M"
"8108","Greece","Nigeria",191590499,"M"
"8109","Greece","Other Europe, nes",760631180,"M"
"8110","Greece","Other Africa, nes",312248,"M"
"8111","Greece","Norway",1077610676,"M"
"8112","Greece","United States Minor Outlying Islands",1109,"M"
"8113","Greece","FS Micronesia",334,"M"
"8114","Greece","Marshall Isds",20099845,"M"
"8115","Greece","Palau",5487360,"M"
"8116","Greece","Pakistan",122263131,"M"
"8117","Greece","Panama",6758832,"M"
"8118","Greece","Papua New Guinea",2791596,"M"
"8119","Greece","Paraguay",8893862,"M"
"8120","Greece","Peru",10226727,"M"
"8121","Greece","Philippines",27610346,"M"
"8122","Greece","Poland",1640623336,"M"
"8123","Greece","Portugal",171009378,"M"
"8124","Greece","Qatar",21016237,"M"
"8125","Greece","Romania",1161530539,"M"
"8126","Greece","Russian Federation",1898114700,"M"
"8127","Greece","Rwanda",169915,"M"
"8128","Greece","Saint Bartholemy",1374,"M"
"8129","Greece","Saint Helena",60447,"M"
"8130","Greece","Saint Kitts and Nevis",236121,"M"
"8131","Greece","Saint Lucia",294062,"M"
"8132","Greece","Saint Vincent and the Grenadines",10081033,"M"
"8133","Greece","San Marino",4348602,"M"
"8134","Greece","Saudi Arabia",1651308034,"M"
"8135","Greece","Senegal",18809436,"M"
"8136","Greece","Serbia",433349936,"M"
"8137","Greece","Seychelles",376033,"M"
"8138","Greece","Sierra Leone",5805542,"M"
"8139","Greece","India",1152450371,"M"
"8140","Greece","Singapore",20713299,"M"
"8141","Greece","Slovakia",255255268,"M"
"8142","Greece","Viet Nam",366612779,"M"
"8143","Greece","Slovenia",273664106,"M"
"8144","Greece","Somalia",244445,"M"
"8145","Greece","South Africa",215952289,"M"
"8146","Greece","Zimbabwe",6542080,"M"
"8147","Greece","Spain",3254842295,"M"
"8148","Greece","Sudan",13027748,"M"
"8149","Greece","Eswatini",760035,"M"
"8150","Greece","Sweden",645354891,"M"
"8151","Greece","Switzerland",536421573,"M"
"8152","Greece","Syria",4266882,"M"
"8153","Greece","Thailand",259724589,"M"
"8154","Greece","Togo",655908,"M"
"8155","Greece","Tonga",158,"M"
"8156","Greece","Trinidad and Tobago",2382309,"M"
"8157","Greece","United Arab Emirates",117069862,"M"
"8158","Greece","Tunisia",70991342,"M"
"8159","Greece","Turkiye",3501513775,"M"
"8160","Greece","Turkmenistan",316584808,"M"
"8161","Greece","Uganda",6590644,"M"
"8162","Greece","Ukraine",436068183,"M"
"8163","Greece","North Macedonia",452960735,"M"
"8164","Greece","Egypt",1354380024,"M"
"8165","Greece","United Kingdom",972281071,"M"
"8166","Greece","United Rep. of Tanzania",8849786,"M"
"8167","Greece","Special Categories",21701594,"M"
"8168","Greece","USA",2338048680,"M"
"8169","Greece","Burkina Faso",1189026,"M"
"8170","Greece","Uruguay",1880750,"M"
"8171","Greece","Uzbekistan",7548330,"M"
"8172","Greece","Venezuela",4313670,"M"
"8173","Greece","Yemen",317713,"M"
"8174","Greece","Zambia",21784551,"M"
"8175","Greece","Areas, nes",10270239,"M"
"8176","Grenada","Afghanistan",4496,"M"
"8177","Grenada","Andorra",5910,"M"
"8178","Grenada","Antigua and Barbuda",42012,"M"
"8179","Grenada","Argentina",153702,"M"
"8180","Grenada","Australia",93738,"M"
"8181","Grenada","Austria",507262,"M"
"8182","Grenada","Bahamas",27719,"M"
"8183","Grenada","Bangladesh",2437,"M"
"8184","Grenada","Barbados",13246028,"M"
"8185","Grenada","Belgium",1009185,"M"
"8186","Grenada","Bermuda",15361,"M"
"8187","Grenada","Bosnia Herzegovina",360,"M"
"8188","Grenada","Brazil",6825197,"M"
"8189","Grenada","Belize",938764,"M"
"8190","Grenada","Br. Virgin Isds",8587,"M"
"8191","Grenada","Bulgaria",6208,"M"
"8192","Grenada","Cameroon",63,"M"
"8193","Grenada","Canada",8049427,"M"
"8194","Grenada","Cayman Isds",74381046,"M"
"8195","Grenada","Chile",301846,"M"
"8196","Grenada","China",26286516,"M"
"8197","Grenada","Colombia",2347243,"M"
"8198","Grenada","Costa Rica",3105030,"M"
"8199","Grenada","Croatia",4714,"M"
"8200","Grenada","Cuba",1347,"M"
"8201","Grenada","Cyprus",44790,"M"
"8202","Grenada","Czechia",612,"M"
"8203","Grenada","Denmark",1757959,"M"
"8204","Grenada","Dominica",412438,"M"
"8205","Grenada","Dominican Rep.",8281109,"M"
"8206","Grenada","Ecuador",1375,"M"
"8207","Grenada","El Salvador",139662,"M"
"8208","Grenada","Estonia",16182,"M"
"8209","Grenada","Faroe Isds",8637,"M"
"8210","Grenada","Finland",13982,"M"
"8211","Grenada","France",2683762,"M"
"8212","Grenada","Gabon",825,"M"
"8213","Grenada","Georgia",185,"M"
"8214","Grenada","Germany",4921096,"M"
"8215","Grenada","Ghana",353,"M"
"8216","Grenada","Greece",180630,"M"
"8217","Grenada","Guam",365,"M"
"8218","Grenada","Guatemala",452296,"M"
"8219","Grenada","Guinea",72759,"M"
"8220","Grenada","Guyana",6867868,"M"
"8221","Grenada","Haiti",3280,"M"
"8222","Grenada","Honduras",413298,"M"
"8223","Grenada","China, Hong Kong SAR",1810215,"M"
"8224","Grenada","Hungary",109077,"M"
"8225","Grenada","Iceland",318123,"M"
"8226","Grenada","Indonesia",2045846,"M"
"8227","Grenada","Iran",140995,"M"
"8228","Grenada","Ireland",364690,"M"
"8229","Grenada","Israel",4792,"M"
"8230","Grenada","Italy",2155031,"M"
"8231","Grenada","Jamaica",10382180,"M"
"8232","Grenada","Japan",22906781,"M"
"8233","Grenada","Dem. People's Rep. of Korea",141039,"M"
"8234","Grenada","Rep. of Korea",3387331,"M"
"8235","Grenada","Lebanon",674491,"M"
"8236","Grenada","Latvia",42752,"M"
"8237","Grenada","Lithuania",186759,"M"
"8238","Grenada","Malawi",603,"M"
"8239","Grenada","Malaysia",321282,"M"
"8240","Grenada","Malta",13550,"M"
"8241","Grenada","Mauritius",6570,"M"
"8242","Grenada","Mexico",2395818,"M"
"8243","Grenada","Other Asia, nes",506916,"M"
"8244","Grenada","Morocco",252,"M"
"8245","Grenada","Netherlands",10284179,"M"
"8246","Grenada","Curacao",2104107,"M"
"8247","Grenada","Aruba",45581,"M"
"8248","Grenada","Sint Maarten",237492,"M"
"8249","Grenada","New Caledonia",1574,"M"
"8250","Grenada","New Zealand",4186233,"M"
"8251","Grenada","Niger",29782,"M"
"8252","Grenada","Nigeria",6068,"M"
"8253","Grenada","Norway",722724,"M"
"8254","Grenada","Marshall Isds",14483,"M"
"8255","Grenada","Pakistan",236079,"M"
"8256","Grenada","Panama",9086251,"M"
"8257","Grenada","Peru",5623,"M"
"8258","Grenada","Philippines",115,"M"
"8259","Grenada","Pitcairn",184029,"M"
"8260","Grenada","Poland",17250,"M"
"8261","Grenada","Portugal",4941,"M"
"8262","Grenada","Qatar",8495,"M"
"8263","Grenada","Romania",253875,"M"
"8264","Grenada","Saint Kitts and Nevis",635883,"M"
"8265","Grenada","Anguilla",60,"M"
"8266","Grenada","Saint Lucia",4339990,"M"
"8267","Grenada","Saint Vincent and the Grenadines",3338133,"M"
"8268","Grenada","Saudi Arabia",1680,"M"
"8269","Grenada","Serbia",25878,"M"
"8270","Grenada","Sierra Leone",8641,"M"
"8271","Grenada","India",4640641,"M"
"8272","Grenada","Singapore",247960,"M"
"8273","Grenada","Slovakia",4756,"M"
"8274","Grenada","Viet Nam",121298,"M"
"8275","Grenada","South Africa",439802,"M"
"8276","Grenada","Spain",1745297,"M"
"8277","Grenada","Suriname",129903,"M"
"8278","Grenada","Eswatini",475979,"M"
"8279","Grenada","Sweden",351177,"M"
"8280","Grenada","Switzerland",264404,"M"
"8281","Grenada","Thailand",8056442,"M"
"8282","Grenada","Togo",63,"M"
"8283","Grenada","Tokelau",49761,"M"
"8284","Grenada","Trinidad and Tobago",95651987,"M"
"8285","Grenada","United Arab Emirates",2620694,"M"
"8286","Grenada","Turkiye",2910467,"M"
"8287","Grenada","Turks and Caicos Isds",21959,"M"
"8288","Grenada","Uganda",16068,"M"
"8289","Grenada","Ukraine",51479,"M"
"8290","Grenada","Egypt",19812,"M"
"8291","Grenada","United Kingdom",26352418,"M"
"8292","Grenada","United Rep. of Tanzania",3391,"M"
"8293","Grenada","USA",242106303,"M"
"8294","Grenada","Uruguay",134,"M"
"8295","Grenada","Venezuela",98652,"M"
"8296","Grenada","Zambia",178826,"M"
"8297","Grenada","Areas, nes",830314,"M"
"8298","Guatemala","Afghanistan",1389070,"M"
"8299","Guatemala","Albania",24641,"M"
"8300","Guatemala","Algeria",210346,"M"
"8301","Guatemala","American Samoa",103,"M"
"8302","Guatemala","Andorra",1197372,"M"
"8303","Guatemala","Azerbaijan",96046,"M"
"8304","Guatemala","Argentina",515321439,"M"
"8305","Guatemala","Australia",13024997,"M"
"8306","Guatemala","Austria",64679090,"M"
"8307","Guatemala","Bahamas",28411881,"M"
"8308","Guatemala","Bahrain",37054,"M"
"8309","Guatemala","Bangladesh",33688313,"M"
"8310","Guatemala","Armenia",42919,"M"
"8311","Guatemala","Barbados",19968,"M"
"8312","Guatemala","Belgium",123057130,"M"
"8313","Guatemala","Bhutan",31,"M"
"8314","Guatemala","Bolivia (Plurinational State of)",4535919,"M"
"8315","Guatemala","Bosnia Herzegovina",262699,"M"
"8316","Guatemala","Botswana",37,"M"
"8317","Guatemala","Bouvet Island",378226,"M"
"8318","Guatemala","Brazil",766181489,"M"
"8319","Guatemala","Belize",5793304,"M"
"8320","Guatemala","Solomon Isds",1903,"M"
"8321","Guatemala","Br. Virgin Isds",293357,"M"
"8322","Guatemala","Bulgaria",12437687,"M"
"8323","Guatemala","Myanmar",1587012,"M"
"8324","Guatemala","Belarus",191195,"M"
"8325","Guatemala","Cambodia",17401009,"M"
"8326","Guatemala","Cameroon",80496,"M"
"8327","Guatemala","Canada",508555972,"M"
"8328","Guatemala","Cabo Verde",12626,"M"
"8329","Guatemala","Cayman Isds",36125,"M"
"8330","Guatemala","Central African Rep.",76834,"M"
"8331","Guatemala","Sri Lanka",12258253,"M"
"8332","Guatemala","Chile",247192426,"M"
"8333","Guatemala","China",6385833663,"M"
"8334","Guatemala","Cocos Isds",2943,"M"
"8335","Guatemala","Colombia",635716362,"M"
"8336","Guatemala","Congo",3589,"M"
"8337","Guatemala","Dem. Rep. of the Congo",108,"M"
"8338","Guatemala","Costa Rica",939731242,"M"
"8339","Guatemala","Croatia",513006,"M"
"8340","Guatemala","Cuba",656348,"M"
"8341","Guatemala","Cyprus",387377,"M"
"8342","Guatemala","Czechia",24429315,"M"
"8343","Guatemala","Benin",773,"M"
"8344","Guatemala","Denmark",58460518,"M"
"8345","Guatemala","Dominica",1350,"M"
"8346","Guatemala","Dominican Rep.",49597087,"M"
"8347","Guatemala","Ecuador",197033246,"M"
"8348","Guatemala","El Salvador",1079140708,"M"
"8349","Guatemala","Ethiopia",1261575,"M"
"8350","Guatemala","Estonia",1302340,"M"
"8351","Guatemala","Falkland Isds (Malvinas)",75,"M"
"8352","Guatemala","Fiji",77555,"M"
"8353","Guatemala","Finland",49801087,"M"
"8354","Guatemala","France",205968091,"M"
"8355","Guatemala","French Polynesia",9792,"M"
"8356","Guatemala","Fr. South Antarctic Terr.",19335,"M"
"8357","Guatemala","Djibouti",5,"M"
"8358","Guatemala","Gabon",63,"M"
"8359","Guatemala","Georgia",109509,"M"
"8360","Guatemala","Gambia",26370,"M"
"8361","Guatemala","Germany",652436930,"M"
"8362","Guatemala","Ghana",2746266,"M"
"8363","Guatemala","Gibraltar",12956,"M"
"8364","Guatemala","Greece",23725641,"M"
"8365","Guatemala","Guam",523,"M"
"8366","Guatemala","Guatemala",1348495,"M"
"8367","Guatemala","Guinea",8137,"M"
"8368","Guatemala","Guyana",455891,"M"
"8369","Guatemala","Haiti",528193,"M"
"8370","Guatemala","Holy See (Vatican City State)",5645,"M"
"8371","Guatemala","Honduras",645230518,"M"
"8372","Guatemala","China, Hong Kong SAR",58252303,"M"
"8373","Guatemala","Hungary",17474858,"M"
"8374","Guatemala","Iceland",1071713,"M"
"8375","Guatemala","Indonesia",375617495,"M"
"8376","Guatemala","Iran",26335,"M"
"8377","Guatemala","Ireland",62584808,"M"
"8378","Guatemala","Israel",41759849,"M"
"8379","Guatemala","Italy",383732943,"M"
"8380","Guatemala","Jamaica",133651,"M"
"8381","Guatemala","Japan",906183046,"M"
"8382","Guatemala","Kazakhstan",7125,"M"
"8383","Guatemala","Jordan",1400587,"M"
"8384","Guatemala","Kenya",2890670,"M"
"8385","Guatemala","Rep. of Korea",432626488,"M"
"8386","Guatemala","Kuwait",2151,"M"
"8387","Guatemala","Kyrgyzstan",15132,"M"
"8388","Guatemala","Lao People's Dem. Rep.",1178580,"M"
"8389","Guatemala","Lebanon",51694,"M"
"8390","Guatemala","Lesotho",6382,"M"
"8391","Guatemala","Latvia",1816399,"M"
"8392","Guatemala","Liberia",398,"M"
"8393","Guatemala","Libya",29724,"M"
"8394","Guatemala","Lithuania",14626919,"M"
"8395","Guatemala","Luxembourg",1784206,"M"
"8396","Guatemala","China, Macao SAR",21855,"M"
"8397","Guatemala","Madagascar",592032,"M"
"8398","Guatemala","Malawi",190,"M"
"8399","Guatemala","Malaysia",94335651,"M"
"8400","Guatemala","Mali",952,"M"
"8401","Guatemala","Malta",372080,"M"
"8402","Guatemala","Mauritania",6100,"M"
"8403","Guatemala","Mauritius",242105,"M"
"8404","Guatemala","Mexico",3317203095,"M"
"8405","Guatemala","Other Asia, nes",235642944,"M"
"8406","Guatemala","Rep. of Moldova",12845,"M"
"8407","Guatemala","Montenegro",7180,"M"
"8408","Guatemala","Montserrat",216,"M"
"8409","Guatemala","Morocco",18724552,"M"
"8410","Guatemala","Mozambique",31,"M"
"8411","Guatemala","Oman",2951373,"M"
"8412","Guatemala","Namibia",2593,"M"
"8413","Guatemala","Nauru",979,"M"
"8414","Guatemala","Nepal",33037,"M"
"8415","Guatemala","Netherlands",148450726,"M"
"8416","Guatemala","Curacao",2175273,"M"
"8417","Guatemala","Aruba",1420,"M"
"8418","Guatemala","New Caledonia",613,"M"
"8419","Guatemala","Vanuatu",7268,"M"
"8420","Guatemala","New Zealand",53931187,"M"
"8421","Guatemala","Nicaragua",173246298,"M"
"8422","Guatemala","Niger",11636,"M"
"8423","Guatemala","Nigeria",1623275,"M"
"8424","Guatemala","Niue",2031,"M"
"8425","Guatemala","Norway",31444034,"M"
"8426","Guatemala","FS Micronesia",3090,"M"
"8427","Guatemala","Marshall Isds",93195,"M"
"8428","Guatemala","Pakistan",16630541,"M"
"8429","Guatemala","Panama",123721613,"M"
"8430","Guatemala","Paraguay",17365389,"M"
"8431","Guatemala","Peru",168370391,"M"
"8432","Guatemala","Philippines",28907571,"M"
"8433","Guatemala","Pitcairn",11,"M"
"8434","Guatemala","Poland",40592016,"M"
"8435","Guatemala","Portugal",32771334,"M"
"8436","Guatemala","Qatar",2600591,"M"
"8437","Guatemala","Romania",8523807,"M"
"8438","Guatemala","Russian Federation",173732295,"M"
"8439","Guatemala","Rwanda",555,"M"
"8440","Guatemala","Saint Helena",153334,"M"
"8441","Guatemala","Saint Kitts and Nevis",3409,"M"
"8442","Guatemala","Saint Lucia",1311,"M"
"8443","Guatemala","San Marino",152966,"M"
"8444","Guatemala","Saudi Arabia",25240240,"M"
"8445","Guatemala","Senegal",20490,"M"
"8446","Guatemala","Serbia",2685641,"M"
"8447","Guatemala","Seychelles",5898203,"M"
"8448","Guatemala","Sierra Leone",34777,"M"
"8449","Guatemala","India",733321902,"M"
"8450","Guatemala","Singapore",16121007,"M"
"8451","Guatemala","Slovakia",9084458,"M"
"8452","Guatemala","Viet Nam",519701687,"M"
"8453","Guatemala","Slovenia",3624815,"M"
"8454","Guatemala","South Africa",16180204,"M"
"8455","Guatemala","Zimbabwe",1703,"M"
"8456","Guatemala","Spain",411613733,"M"
"8457","Guatemala","Sudan",75475,"M"
"8458","Guatemala","Suriname",83097,"M"
"8459","Guatemala","Eswatini",170813,"M"
"8460","Guatemala","Sweden",61987856,"M"
"8461","Guatemala","Switzerland",104234402,"M"
"8462","Guatemala","Syria",78479,"M"
"8463","Guatemala","Thailand",301261260,"M"
"8464","Guatemala","Tokelau",370061,"M"
"8465","Guatemala","Trinidad and Tobago",3582804,"M"
"8466","Guatemala","United Arab Emirates",20816744,"M"
"8467","Guatemala","Tunisia",2886464,"M"
"8468","Guatemala","Turkiye",105538025,"M"
"8469","Guatemala","Turkmenistan",224,"M"
"8470","Guatemala","Ukraine",1368888,"M"
"8471","Guatemala","North Macedonia",44073,"M"
"8472","Guatemala","Egypt",35755693,"M"
"8473","Guatemala","United Kingdom",103730796,"M"
"8474","Guatemala","United Rep. of Tanzania",257949,"M"
"8475","Guatemala","USA",9482048005,"M"
"8476","Guatemala","Burkina Faso",23,"M"
