Reporting Economy,Year,Product/Sector,Value
Brunei Darussalam,2021,Fuels,14394
Brunei Darussalam,2021,Manufactures,4454
Brunei Darussalam,2021,Chemicals,2411
Brunei Darussalam,2021,Machinery and transport equipment,1276
Brunei Darussalam,2021,Agricultural products,670
Brunei Darussalam,2021,Food,661
Brunei Darussalam,2021,Transport equipment,594
Brunei Darussalam,2021,Automotive products,282
Brunei Darussalam,2021,Office and telecom equipment,164
Brunei Darussalam,2021,Other,570
Brunei Darussalam,2022,Fuels and mining products,17751
Brunei Darussalam,2022,Fuels,17648
Brunei Darussalam,2022,Manufactures,4934
Brunei Darussalam,2022,Chemicals,2988
Brunei Darussalam,2022,Machinery and transport equipment,1136
Brunei Darussalam,2022,Agricultural products,710
Brunei Darussalam,2022,Food,703
Brunei Darussalam,2022,Transport equipment,476
Brunei Darussalam,2022,Automotive products,228
Brunei Darussalam,2022,Office and telecom equipment,155
Brunei Darussalam,2022,Other,550
Brunei Darussalam,2023,Fuels and mining products,13515
Brunei Darussalam,2023,Fuels,13474
Brunei Darussalam,2023,Manufactures,4501
Brunei Darussalam,2023,Chemicals,2749
Brunei Darussalam,2023,Machinery and transport equipment,965
Brunei Darussalam,2023,Agricultural products,644
Brunei Darussalam,2023,Food,638
Brunei Darussalam,2023,Transport equipment,352
Brunei Darussalam,2023,Pharmaceuticals,230
Brunei Darussalam,2023,Automotive products,215
Brunei Darussalam,2023,Other,484
Bulgaria,2018,Manufactures,43723
Bulgaria,2018,Machinery and transport equipment,18296
Bulgaria,2018,Fuels and mining products,16313
Bulgaria,2018,Agricultural products,9610
Bulgaria,2018,Chemicals,8797
Bulgaria,2018,Food,8653
Bulgaria,2018,Fuels,7918
Bulgaria,2018,Transport equipment,3882
Bulgaria,2018,Office and telecom equipment,2795
Bulgaria,2018,Iron and steel,2783
Bulgaria,2018,Other,12256
Bulgaria,2019,Manufactures,43693
Bulgaria,2019,Machinery and transport equipment,18422
Bulgaria,2019,Fuels and mining products,15539
Bulgaria,2019,Agricultural products,10127
Bulgaria,2019,Food,9232
Bulgaria,2019,Chemicals,9026
Bulgaria,2019,Fuels,8214
Bulgaria,2019,Transport equipment,3845
Bulgaria,2019,Office and telecom equipment,2820
Bulgaria,2019,Pharmaceuticals,2810
Bulgaria,2019,Other,11708
Bulgaria,2020,Manufactures,42291
Bulgaria,2020,Machinery and transport equipment,17547
Bulgaria,2020,Fuels and mining products,12552
Bulgaria,2020,Agricultural products,10445
Bulgaria,2020,Food,9715
Bulgaria,2020,Chemicals,9097
Bulgaria,2020,Fuels,4321
Bulgaria,2020,Transport equipment,3629
Bulgaria,2020,Pharmaceuticals,2955
Bulgaria,2020,Office and telecom equipment,2862
Bulgaria,2020,Other,10819
Bulgaria,2021,Manufactures,54444
Bulgaria,2021,Machinery and transport equipment,22349
Bulgaria,2021,Fuels and mining products,18252
Bulgaria,2021,Agricultural products,12894
Bulgaria,2021,Food,12032
Bulgaria,2021,Chemicals,12020
Bulgaria,2021,Fuels,7479
Bulgaria,2021,Transport equipment,4677
Bulgaria,2021,Office and telecom equipment,3755
Bulgaria,2021,Iron and steel,3412
Bulgaria,2021,Other,13900
Bulgaria,2022,Manufactures,61599
Bulgaria,2022,Fuels and mining products,27243
Bulgaria,2022,Machinery and transport equipment,25483
Bulgaria,2022,Agricultural products,16238
Bulgaria,2022,Fuels,15477
Bulgaria,2022,Food,15246
Bulgaria,2022,Chemicals,14131
Bulgaria,2022,Transport equipment,5335
Bulgaria,2022,Office and telecom equipment,4472
Bulgaria,2022,Iron and steel,3737
Bulgaria,2022,Other,15182
Bulgaria,2023,Manufactures,61629
Bulgaria,2023,Machinery and transport equipment,28130
Bulgaria,2023,Fuels and mining products,20514
Bulgaria,2023,Agricultural products,15801
Bulgaria,2023,Food,14901
Bulgaria,2023,Chemicals,12376
Bulgaria,2023,Fuels,9700
Bulgaria,2023,Transport equipment,6402
Bulgaria,2023,Office and telecom equipment,4551
Bulgaria,2023,Automotive products,3934
Bulgaria,2023,Other,15361
Burkina Faso,2018,Manufactures,2665
Burkina Faso,2018,Fuels and mining products,1409
Burkina Faso,2018,Agricultural products,1350
Burkina Faso,2018,Machinery and transport equipment,1199
Burkina Faso,2018,Fuels,1198
Burkina Faso,2018,Food,1009
Burkina Faso,2018,Chemicals,667
Burkina Faso,2018,Transport equipment,460
Burkina Faso,2018,Automotive products,297
Burkina Faso,2018,Pharmaceuticals,247
Burkina Faso,2018,Other,560
Burkina Faso,2019,Manufactures,2695
Burkina Faso,2019,Fuels and mining products,1396
Burkina Faso,2019,Machinery and transport equipment,1301
Burkina Faso,2019,Fuels,1222
Burkina Faso,2019,Agricultural products,1155
Burkina Faso,2019,Food,780
Burkina Faso,2019,Chemicals,554
Burkina Faso,2019,Transport equipment,521
Burkina Faso,2019,Automotive products,305
Burkina Faso,2019,Pharmaceuticals,220
Burkina Faso,2019,Other,543
Burkina Faso,2020,Manufactures,2603
Burkina Faso,2020,Fuels and mining products,1263
Burkina Faso,2020,Fuels,1125
Burkina Faso,2020,Machinery and transport equipment,1081
Burkina Faso,2020,Agricultural products,1067
Burkina Faso,2020,Food,783
Burkina Faso,2020,Chemicals,606
Burkina Faso,2020,Transport equipment,411
Burkina Faso,2020,Automotive products,285
Burkina Faso,2020,Pharmaceuticals,244
Burkina Faso,2020,Other,500
Burkina Faso,2021,Manufactures,2810
Burkina Faso,2021,Fuels and mining products,1575
Burkina Faso,2021,Fuels,1375
Burkina Faso,2021,Agricultural products,1371
Burkina Faso,2021,Machinery and transport equipment,1147
Burkina Faso,2021,Food,891
Burkina Faso,2021,Chemicals,627
Burkina Faso,2021,Transport equipment,434
Burkina Faso,2021,Automotive products,311
Burkina Faso,2021,Pharmaceuticals,251
Burkina Faso,2021,Other,630
Burkina Faso,2022,Manufactures,2965
Burkina Faso,2022,Fuels and mining products,2213
Burkina Faso,2022,Fuels,2119
Burkina Faso,2022,Agricultural products,1514
Burkina Faso,2022,Machinery and transport equipment,1041
Burkina Faso,2022,Food,1019
Burkina Faso,2022,Chemicals,760
Burkina Faso,2022,Transport equipment,346
Burkina Faso,2022,Pharmaceuticals,311
Burkina Faso,2022,Iron and steel,308
Burkina Faso,2022,Other,622
Burkina Faso,2023,Manufactures,3108
Burkina Faso,2023,Fuels and mining products,2398
Burkina Faso,2023,Fuels,2354
Burkina Faso,2023,Agricultural products,1319
Burkina Faso,2023,Machinery and transport equipment,1129
Burkina Faso,2023,Food,1044
Burkina Faso,2023,Chemicals,748
Burkina Faso,2023,Transport equipment,389
Burkina Faso,2023,Automotive products,253
Burkina Faso,2023,Pharmaceuticals,253
Burkina Faso,2023,Other,560
Burundi,2018,Manufactures,498
Burundi,2018,Agricultural products,235
Burundi,2018,Food,221
Burundi,2018,Fuels and mining products,184
Burundi,2018,Fuels,162
Burundi,2018,Machinery and transport equipment,155
Burundi,2018,Chemicals,145
Burundi,2018,Transport equipment,62
Burundi,2018,Pharmaceuticals,61
Burundi,2018,Iron and steel,60
Burundi,2018,Other,149
Burundi,2019,Manufactures,575
Burundi,2019,Agricultural products,235
Burundi,2019,Food,219
Burundi,2019,Fuels and mining products,191
Burundi,2019,Fuels,170
Burundi,2019,Machinery and transport equipment,167
Burundi,2019,Chemicals,143
Burundi,2019,Transport equipment,85
Burundi,2019,Automotive products,70
Burundi,2019,Pharmaceuticals,64
Burundi,2019,Other,153
Burundi,2020,Manufactures,630
Burundi,2020,Agricultural products,229
Burundi,2020,Food,213
Burundi,2020,Machinery and transport equipment,204
Burundi,2020,Fuels and mining products,165
Burundi,2020,Chemicals,160
Burundi,2020,Fuels,144
Burundi,2020,Transport equipment,91
Burundi,2020,Iron and steel,82
Burundi,2020,Automotive products,75
Burundi,2020,Other,152
Burundi,2021,Manufactures,711
Burundi,2021,Agricultural products,240
Burundi,2021,Food,222
Burundi,2021,Machinery and transport equipment,201
Burundi,2021,Fuels and mining products,196
Burundi,2021,Chemicals,179
Burundi,2021,Fuels,170
Burundi,2021,Iron and steel,111
Burundi,2021,Transport equipment,87
Burundi,2021,Automotive products,70
Burundi,2021,Other,171
Burundi,2022,Manufactures,788
Burundi,2022,Fuels and mining products,327
Burundi,2022,Fuels,310
Burundi,2022,Agricultural products,300
Burundi,2022,Food,272
Burundi,2022,Chemicals,230
Burundi,2022,Machinery and transport equipment,204
Burundi,2022,Iron and steel,102
Burundi,2022,Transport equipment,86
Burundi,2022,Automotive products,69
Burundi,2022,Other,160
Burundi,2023,Manufactures,739
Burundi,2023,Agricultural products,306
Burundi,2023,Food,279
Burundi,2023,Fuels and mining products,237
Burundi,2023,Machinery and transport equipment,236
Burundi,2023,Fuels,225
Burundi,2023,Chemicals,198
Burundi,2023,Transport equipment,98
Burundi,2023,Iron and steel,88
Burundi,2023,Automotive products,75
Burundi,2023,Other,136
Cabo Verde,2018,Manufactures,463
Cabo Verde,2018,Agricultural products,323
Cabo Verde,2018,Food,309
Cabo Verde,2018,Machinery and transport equipment,193
Cabo Verde,2018,Fuels and mining products,102
Cabo Verde,2018,Fuels,98
Cabo Verde,2018,Transport equipment,69
Cabo Verde,2018,Chemicals,61
Cabo Verde,2018,Automotive products,49
Cabo Verde,2018,Office and telecom equipment,29
Cabo Verde,2018,Other,83
Cabo Verde,2019,Manufactures,445
Cabo Verde,2019,Agricultural products,308
Cabo Verde,2019,Food,294
Cabo Verde,2019,Machinery and transport equipment,169
Cabo Verde,2019,Fuels and mining products,98
Cabo Verde,2019,Fuels,94
Cabo Verde,2019,Transport equipment,65
Cabo Verde,2019,Chemicals,63
Cabo Verde,2019,Automotive products,45
Cabo Verde,2019,Office and telecom equipment,25
Cabo Verde,2019,Other,80
Cabo Verde,2020,Manufactures,489
Cabo Verde,2020,Machinery and transport equipment,223
Cabo Verde,2020,Agricultural products,209
Cabo Verde,2020,Food,199
Cabo Verde,2020,Transport equipment,108
Cabo Verde,2020,Chemicals,99
Cabo Verde,2020,Fuels and mining products,74
Cabo Verde,2020,Fuels,69
Cabo Verde,2020,Automotive products,49
Cabo Verde,2020,Pharmaceuticals,45
Cabo Verde,2020,Other,118
Cabo Verde,2021,Manufactures,424
Cabo Verde,2021,Agricultural products,285
Cabo Verde,2021,Food,268
Cabo Verde,2021,Machinery and transport equipment,172
Cabo Verde,2021,Fuels and mining products,100
Cabo Verde,2021,Fuels,95
Cabo Verde,2021,Transport equipment,63
Cabo Verde,2021,Chemicals,61
Cabo Verde,2021,Automotive products,56
Cabo Verde,2021,Office and telecom equipment,37
Cabo Verde,2021,Other,96
Cabo Verde,2022,Manufactures,384
Cabo Verde,2022,Agricultural products,331
Cabo Verde,2022,Food,318
Cabo Verde,2022,Fuels and mining products,160
Cabo Verde,2022,Fuels,154
Cabo Verde,2022,Machinery and transport equipment,128
Cabo Verde,2022,Chemicals,63
Cabo Verde,2022,Transport equipment,44
Cabo Verde,2022,Automotive products,39
Cabo Verde,2022,Iron and steel,28
Cabo Verde,2022,Other,80
Cabo Verde,2023,Manufactures,414
Cabo Verde,2023,Agricultural products,359
Cabo Verde,2023,Food,345
Cabo Verde,2023,Fuels and mining products,172
Cabo Verde,2023,Fuels,166
Cabo Verde,2023,Machinery and transport equipment,138
Cabo Verde,2023,Chemicals,68
Cabo Verde,2023,Transport equipment,48
Cabo Verde,2023,Automotive products,42
Cabo Verde,2023,Iron and steel,30
Cabo Verde,2023,Other,86
Cambodia,2018,Manufactures,24607
Cambodia,2018,Clothing,7980
Cambodia,2018,Textiles,5128
Cambodia,2018,Machinery and transport equipment,4575
Cambodia,2018,Agricultural products,2651
Cambodia,2018,Fuels and mining products,2301
Cambodia,2018,Transport equipment,2034
Cambodia,2018,Fuels,2015
Cambodia,2018,Food,1953
Cambodia,2018,Chemicals,1319
Cambodia,2018,Other,2427
Cambodia,2019,Manufactures,29109
Cambodia,2019,Clothing,8464
Cambodia,2019,Machinery and transport equipment,6054
Cambodia,2019,Textiles,5287
Cambodia,2019,Transport equipment,2787
Cambodia,2019,Fuels and mining products,2763
Cambodia,2019,Agricultural products,2744
Cambodia,2019,Fuels,2348
Cambodia,2019,Food,2103
Cambodia,2019,Automotive products,1679
Cambodia,2019,Other,3432
Cambodia,2020,Manufactures,27555
Cambodia,2020,Clothing,7685
Cambodia,2020,Machinery and transport equipment,5677
Cambodia,2020,Textiles,4736
Cambodia,2020,Agricultural products,2983
Cambodia,2020,Fuels and mining products,2401
Cambodia,2020,Food,2372
Cambodia,2020,Transport equipment,2322
Cambodia,2020,Fuels,1894
Cambodia,2020,Chemicals,1748
Cambodia,2020,Other,2965
Cambodia,2021,Manufactures,31911
Cambodia,2021,Clothing,7950
Cambodia,2021,Machinery and transport equipment,6503
Cambodia,2021,Textiles,5742
Cambodia,2021,Agricultural products,3341
Cambodia,2021,Fuels and mining products,2888
Cambodia,2021,Transport equipment,2522
Cambodia,2021,Chemicals,2488
Cambodia,2021,Food,2448
Cambodia,2021,Fuels,2026
Cambodia,2021,Other,3336
Cambodia,2022,Manufactures,37330
Cambodia,2022,Clothing,9304
Cambodia,2022,Machinery and transport equipment,8623
Cambodia,2022,Textiles,5797
Cambodia,2022,Fuels and mining products,4773
Cambodia,2022,Agricultural products,3691
Cambodia,2022,Fuels,3635
Cambodia,2022,Transport equipment,3341
Cambodia,2022,Chemicals,2992
Cambodia,2022,Food,2823
Cambodia,2022,Other,5902
Cambodia,2023,Manufactures,35377
Cambodia,2023,Clothing,8162
Cambodia,2023,Machinery and transport equipment,8127
Cambodia,2023,Agricultural products,6900
Cambodia,2023,Food,5651
Cambodia,2023,Textiles,5382
Cambodia,2023,Fuels and mining products,4520
Cambodia,2023,Fuels,3367
Cambodia,2023,Chemicals,3247
Cambodia,2023,Office and telecom equipment,2849
Cambodia,2023,Other,6651
Cambodia,2024,Clothing,9891
Cambodia,2024,Textiles,6281
Cameroon,2018,Fuels and mining products,3551
Cameroon,2018,Fuels,3240
Cameroon,2018,Manufactures,3059
Cameroon,2018,Agricultural products,2849
Cameroon,2018,Food,1975
Cameroon,2018,Machinery and transport equipment,1328
Cameroon,2018,Chemicals,884
Cameroon,2018,Transport equipment,396
Cameroon,2018,Automotive products,308
Cameroon,2018,Iron and steel,287
Cameroon,2018,Other,859
Cameroon,2019,Fuels and mining products,4156
Cameroon,2019,Fuels,3929
Cameroon,2019,Manufactures,3536
Cameroon,2019,Agricultural products,2930
Cameroon,2019,Food,2140
Cameroon,2019,Machinery and transport equipment,1257
Cameroon,2019,Chemicals,852
Cameroon,2019,Transport equipment,391
Cameroon,2019,Automotive products,304
Cameroon,2019,Iron and steel,235
Cameroon,2019,Other,710
Cameroon,2020,Manufactures,3131
Cameroon,2020,Fuels and mining products,2762
Cameroon,2020,Agricultural products,2759
Cameroon,2020,Fuels,2574
Cameroon,2020,Food,2020
Cameroon,2020,Machinery and transport equipment,943
Cameroon,2020,Chemicals,885
Cameroon,2020,Iron and steel,363
Cameroon,2020,Transport equipment,273
Cameroon,2020,Pharmaceuticals,237
Cameroon,2020,Other,528
Cameroon,2021,Manufactures,4201
Cameroon,2021,Fuels and mining products,3688
Cameroon,2021,Fuels,3489
Cameroon,2021,Agricultural products,3366
Cameroon,2021,Food,2469
Cameroon,2021,Machinery and transport equipment,1407
Cameroon,2021,Chemicals,1059
Cameroon,2021,Transport equipment,538
Cameroon,2021,Iron and steel,471
Cameroon,2021,Automotive products,418
Cameroon,2021,Other,676
Cameroon,2022,Fuels and mining products,5998
Cameroon,2022,Fuels,5708
Cameroon,2022,Manufactures,3821
Cameroon,2022,Agricultural products,3571
Cameroon,2022,Food,2582
Cameroon,2022,Chemicals,1289
Cameroon,2022,Machinery and transport equipment,1246
Cameroon,2022,Transport equipment,413
Cameroon,2022,Iron and steel,399
Cameroon,2022,Automotive products,315
Cameroon,2022,Other,642
Cameroon,2023,Manufactures,4265
Cameroon,2023,Fuels and mining products,4019
Cameroon,2023,Agricultural products,3708
Cameroon,2023,Fuels,3635
Cameroon,2023,Food,2788
Cameroon,2023,Machinery and transport equipment,1516
Cameroon,2023,Chemicals,1192
Cameroon,2023,Transport equipment,471
Cameroon,2023,Iron and steel,446
Cameroon,2023,Automotive products,371
Cameroon,2023,Other,695
Canada,2018,Manufactures,570288
Canada,2018,Machinery and transport equipment,318462
Canada,2018,Fuels and mining products,181767
Canada,2018,Transport equipment,168397
Canada,2018,Automotive products,136627
Canada,2018,Fuels,136227
Canada,2018,Agricultural products,109501
Canada,2018,Chemicals,87256
Canada,2018,Food,86923
Canada,2018,Office and telecom equipment,42673
Canada,2018,Other,101837
Canada,2019,Manufactures,564433
Canada,2019,Machinery and transport equipment,318708
Canada,2019,Fuels and mining products,173450
Canada,2019,Transport equipment,169411
Canada,2019,Automotive products,136572
Canada,2019,Fuels,131626
Canada,2019,Agricultural products,105708
Canada,2019,Chemicals,87008
Canada,2019,Food,86806
Canada,2019,Office and telecom equipment,41711
Canada,2019,Other,99677
Canada,2020,Manufactures,492702
Canada,2020,Machinery and transport equipment,260659
Canada,2020,Fuels and mining products,132907
Canada,2020,Transport equipment,129196
Canada,2020,Agricultural products,110688
Canada,2020,Automotive products,103166
Canada,2020,Food,92414
Canada,2020,Fuels,88761
Canada,2020,Chemicals,86166
Canada,2020,Office and telecom equipment,38592
Canada,2020,Other,94536
Canada,2021,Manufactures,587723
Canada,2021,Machinery and transport equipment,296177
Canada,2021,Fuels and mining products,212100
Canada,2021,Fuels,149931
Canada,2021,Transport equipment,142156
Canada,2021,Agricultural products,134312
Canada,2021,Automotive products,112208
Canada,2021,Chemicals,108189
Canada,2021,Food,107530
Canada,2021,Office and telecom equipment,44337
Canada,2021,Other,117649
Canada,2022,Manufactures,673603
Canada,2022,Machinery and transport equipment,340108
Canada,2022,Fuels and mining products,290817
Canada,2022,Fuels,225839
Canada,2022,Transport equipment,163453
Canada,2022,Agricultural products,143936
Canada,2022,Chemicals,130630
Canada,2022,Automotive products,130090
Canada,2022,Food,118564
Canada,2022,Office and telecom equipment,47941
Canada,2022,Other,129016
Canada,2023,Manufactures,678246
Canada,2023,Machinery and transport equipment,374392
Canada,2023,Fuels and mining products,239459
Canada,2023,Transport equipment,190534
Canada,2023,Fuels,181740
Canada,2023,Automotive products,155601
Canada,2023,Agricultural products,138656
Canada,2023,Food,119510
Canada,2023,Chemicals,116507
Canada,2023,Office and telecom equipment,45083
Canada,2023,Other,117378
Canada,2024,Manufactures,420410
Canada,2024,Fuels and mining products,183504
Canada,2024,Automotive products,148627
Canada,2024,Agricultural products,142714
Canada,2024,Food,123111
Canada,2024,Chemicals,115355
Canada,2024,Iron and steel,12226
Canada,2024,Clothing,11719
Canada,2025,Manufactures,1624
Cayman Islands,2020,Manufactures,830
Cayman Islands,2020,Machinery and transport equipment,296
Cayman Islands,2020,Agricultural products,294
Cayman Islands,2020,Food,280
Cayman Islands,2020,Fuels and mining products,128
Cayman Islands,2020,Transport equipment,113
Cayman Islands,2020,Fuels,110
Cayman Islands,2020,Chemicals,104
Cayman Islands,2020,Automotive products,90
Cayman Islands,2020,Office and telecom equipment,74
Cayman Islands,2020,Other,169
Cayman Islands,2021,Manufactures,1011
Cayman Islands,2021,Machinery and transport equipment,352
Cayman Islands,2021,Agricultural products,313
Cayman Islands,2021,Food,297
Cayman Islands,2021,Fuels and mining products,180
Cayman Islands,2021,Fuels,155
Cayman Islands,2021,Transport equipment,140
Cayman Islands,2021,Chemicals,134
Cayman Islands,2021,Automotive products,113
Cayman Islands,2021,Office and telecom equipment,73
Cayman Islands,2021,Other,196
Cayman Islands,2022,Manufactures,1194
Cayman Islands,2022,Machinery and transport equipment,420
Cayman Islands,2022,Agricultural products,366
Cayman Islands,2022,Food,348
Cayman Islands,2022,Fuels and mining products,213
Cayman Islands,2022,Fuels,182
Cayman Islands,2022,Transport equipment,164
Cayman Islands,2022,Chemicals,158
Cayman Islands,2022,Automotive products,132
Cayman Islands,2022,Office and telecom equipment,94
Cayman Islands,2022,Other,236
Cayman Islands,2023,Manufactures,1221
Cayman Islands,2023,Machinery and transport equipment,432
Cayman Islands,2023,Agricultural products,374
Cayman Islands,2023,Food,355
Cayman Islands,2023,Fuels and mining products,219
Cayman Islands,2023,Fuels,185
Cayman Islands,2023,Transport equipment,167
Cayman Islands,2023,Chemicals,161
Cayman Islands,2023,Automotive products,135
Cayman Islands,2023,Office and telecom equipment,99
Cayman Islands,2023,Other,245
Central African Republic,2018,Manufactures,245
Central African Republic,2018,Machinery and transport equipment,156
Central African Republic,2018,Agricultural products,99
Central African Republic,2018,Transport equipment,87
Central African Republic,2018,Food,79
Central African Republic,2018,Automotive products,63
Central African Republic,2018,Fuels and mining products,32
Central African Republic,2018,Chemicals,29
Central African Republic,2018,Fuels,22
Central African Republic,2018,Pharmaceuticals,19
Central African Republic,2018,Other,42
Central African Republic,2019,Manufactures,468
Central African Republic,2019,Machinery and transport equipment,288
Central African Republic,2019,Transport equipment,203
Central African Republic,2019,Agricultural products,116
Central African Republic,2019,Food,96
Central African Republic,2019,Fuels and mining products,91
Central African Republic,2019,Chemicals,90
Central African Republic,2019,Fuels,80
Central African Republic,2019,Pharmaceuticals,75
Central African Republic,2019,Office and telecom equipment,32
Central African Republic,2019,Other,75
Central African Republic,2020,Manufactures,354
Central African Republic,2020,Machinery and transport equipment,192
Central African Republic,2020,Agricultural products,101
Central African Republic,2020,Transport equipment,99
Central African Republic,2020,Food,89
Central African Republic,2020,Automotive products,88
Central African Republic,2020,Fuels and mining products,80
Central African Republic,2020,Fuels,71
Central African Republic,2020,Chemicals,70
Central African Republic,2020,Pharmaceuticals,53
Central African Republic,2020,Other,90
Central African Republic,2021,Manufactures,314
Central African Republic,2021,Machinery and transport equipment,154
Central African Republic,2021,Agricultural products,115
Central African Republic,2021,Food,100
Central African Republic,2021,Office and telecom equipment,70
Central African Republic,2021,Chemicals,60
Central African Republic,2021,Telecommunications equipment,54
Central African Republic,2021,Fuels and mining products,46
Central African Republic,2021,Pharmaceuticals,42
Central African Republic,2021,Transport equipment,32
Central African Republic,2021,Other,98
Central African Republic,2022,Manufactures,401
Central African Republic,2022,Machinery and transport equipment,254
Central African Republic,2022,Agricultural products,116
Central African Republic,2022,Food,106
Central African Republic,2022,Transport equipment,81
Central African Republic,2022,Chemicals,75
Central African Republic,2022,Pharmaceuticals,60
Central African Republic,2022,Fuels and mining products,49
Central African Republic,2022,Automotive products,33
Central African Republic,2022,Office and telecom equipment,31
Central African Republic,2022,Other,92
Central African Republic,2023,Manufactures,253
Central African Republic,2023,Agricultural products,161
Central African Republic,2023,Machinery and transport equipment,161
Central African Republic,2023,Food,139
Central African Republic,2023,Transport equipment,131
Central African Republic,2023,Fuels and mining products,123
Central African Republic,2023,Automotive products,110
Central African Republic,2023,Fuels,100
Central African Republic,2023,Chemicals,68
Central African Republic,2023,Pharmaceuticals,48
Central African Republic,2023,Other,69
Chile,2018,Manufactures,62701
Chile,2018,Fuels and mining products,53773
Chile,2018,Agricultural products,32002
Chile,2018,Machinery and transport equipment,28532
Chile,2018,Food,25583
Chile,2018,Fuels,13608
Chile,2018,Chemicals,12510
Chile,2018,Transport equipment,11928
Chile,2018,Automotive products,10235
Chile,2018,Office and telecom equipment,6330
Chile,2018,Other,15574
Chile,2019,Manufactures,58439
Chile,2019,Fuels and mining products,48602
Chile,2019,Agricultural products,30783
Chile,2019,Machinery and transport equipment,26455
Chile,2019,Food,25507
Chile,2019,Fuels,12367
Chile,2019,Chemicals,12001
Chile,2019,Transport equipment,10074
Chile,2019,Automotive products,8095
Chile,2019,Office and telecom equipment,5679
Chile,2019,Other,14318
Chile,2020,Fuels and mining products,51624
Chile,2020,Manufactures,51157
Chile,2020,Agricultural products,29530
Chile,2020,Food,25125
Chile,2020,Machinery and transport equipment,23513
Chile,2020,Chemicals,11251
Chile,2020,Fuels,8165
Chile,2020,Transport equipment,6933
Chile,2020,Office and telecom equipment,5564
Chile,2020,Automotive products,4966
Chile,2020,Other,12809
Chile,2021,Manufactures,75351
Chile,2021,Fuels and mining products,75323
Chile,2021,Agricultural products,35175
Chile,2021,Machinery and transport equipment,34213
Chile,2021,Food,29633
Chile,2021,Chemicals,15854
Chile,2021,Fuels,14776
Chile,2021,Transport equipment,12018
Chile,2021,Automotive products,9951
Chile,2021,Office and telecom equipment,8607
Chile,2021,Other,19790
Chile,2022,Manufactures,87539
Chile,2022,Fuels and mining products,75740
Chile,2022,Agricultural products,38680
Chile,2022,Machinery and transport equipment,33852
Chile,2022,Food,32375
Chile,2022,Chemicals,26605
Chile,2022,Fuels,25128
Chile,2022,Transport equipment,13232
Chile,2022,Automotive products,11818
Chile,2022,Office and telecom equipment,6301
Chile,2022,Other,18302
Chile,2023,Manufactures,72297
Chile,2023,Fuels and mining products,70429
Chile,2023,Agricultural products,36394
Chile,2023,Food,31240
Chile,2023,Machinery and transport equipment,29142
Chile,2023,Chemicals,21782
Chile,2023,Fuels,19672
Chile,2023,Transport equipment,9484
Chile,2023,Automotive products,8347
Chile,2023,Office and telecom equipment,5490
Chile,2023,Other,15198
China,2018,Manufactures,3623517
China,2018,Machinery and transport equipment,2052675
China,2018,Office and telecom equipment,1138328
China,2018,Fuels and mining products,640360
China,2018,Integrated circuits and electronic components,463562
China,2018,Fuels,393627
China,2018,Chemicals,389819
China,2018,Electronic data processing and office equipment,341621
China,2018,Telecommunications equipment,333145
China,2018,Agricultural products,277305
China,2018,Other,1040784
China,2019,Manufactures,3564567
China,2019,Machinery and transport equipment,1987503
China,2019,Office and telecom equipment,1106127
China,2019,Fuels and mining products,658934
China,2019,Integrated circuits and electronic components,478488
China,2019,Fuels,394961
China,2019,Chemicals,379405
China,2019,Electronic data processing and office equipment,318287
China,2019,Telecommunications equipment,309352
China,2019,Agricultural products,280677
China,2019,Other,1013124
China,2020,Manufactures,3714084
China,2020,Machinery and transport equipment,2091539
China,2020,Office and telecom equipment,1174269
China,2020,Fuels and mining products,602254
China,2020,Integrated circuits and electronic components,530392
China,2020,Chemicals,381256
China,2020,Telecommunications equipment,367032
China,2020,Fuels,305136
China,2020,Agricultural products,294046
China,2020,Electronic data processing and office equipment,276845
China,2020,Other,1051653
China,2021,Manufactures,4657432
China,2021,Machinery and transport equipment,2610492
China,2021,Office and telecom equipment,1429654
China,2021,Fuels and mining products,879638
China,2021,Integrated circuits and electronic components,669149
China,2021,Chemicals,524496
China,2021,Fuels,448162
China,2021,Telecommunications equipment,428446
China,2021,Agricultural products,360355
China,2021,Electronic data processing and office equipment,332057
China,2021,Other,1334999
China,2022,Manufactures,4787372
China,2022,Machinery and transport equipment,2575722
China,2022,Office and telecom equipment,1334603
China,2022,Fuels and mining products,1004589
China,2022,Integrated circuits and electronic components,663535
China,2022,Fuels,599620
China,2022,Chemicals,576052
China,2022,Agricultural products,386967
China,2022,Telecommunications equipment,367690
China,2022,Transport equipment,323449
China,2022,Other,1378943
China,2023,Manufactures,4402161
China,2023,Machinery and transport equipment,2407691
China,2023,Office and telecom equipment,1166214
China,2023,Fuels and mining products,980675
China,2023,Fuels,576989
China,2023,Integrated circuits and electronic components,574356
China,2023,Chemicals,495557
China,2023,Agricultural products,380349
China,2023,Transport equipment,354778
China,2023,Telecommunications equipment,342023
China,2023,Other,1308782
China,2024,Manufactures,4583416
China,2024,Office and telecom equipment,1257852
China,2024,Fuels and mining products,984915
China,2024,Chemicals,481718
China,2024,Agricultural products,373726
China,2024,Food,285477
China,2024,Automotive products,256487
China,2024,Clothing,175957
China,2024,Textiles,152509
China,2024,Iron and steel,123049
China,2025,Manufactures,1498
Chinese Taipei,2018,Manufactures,504460
Chinese Taipei,2018,Machinery and transport equipment,318518
Chinese Taipei,2018,Office and telecom equipment,207763
Chinese Taipei,2018,Integrated circuits and electronic components,163723
Chinese Taipei,2018,Fuels and mining products,88542
