Reporting Economy,Year,Product/Sector,Value
"Bahrain, Kingdom of",2020,Iron and steel,1056
"Bahrain, Kingdom of",2020,Other,2509
"Bahrain, Kingdom of",2021,Fuels and mining products,20810
"Bahrain, Kingdom of",2021,Manufactures,12712
"Bahrain, Kingdom of",2021,Fuels,10325
"Bahrain, Kingdom of",2021,Machinery and transport equipment,5141
"Bahrain, Kingdom of",2021,Agricultural products,2535
"Bahrain, Kingdom of",2021,Chemicals,2444
"Bahrain, Kingdom of",2021,Food,2407
"Bahrain, Kingdom of",2021,Transport equipment,2142
"Bahrain, Kingdom of",2021,Automotive products,1410
"Bahrain, Kingdom of",2021,Iron and steel,1383
"Bahrain, Kingdom of",2021,Other,2671
"Bahrain, Kingdom of",2022,Fuels and mining products,23003
"Bahrain, Kingdom of",2022,Fuels,15694
"Bahrain, Kingdom of",2022,Manufactures,13576
"Bahrain, Kingdom of",2022,Machinery and transport equipment,5246
"Bahrain, Kingdom of",2022,Agricultural products,3215
"Bahrain, Kingdom of",2022,Food,3077
"Bahrain, Kingdom of",2022,Chemicals,2732
"Bahrain, Kingdom of",2022,Transport equipment,2360
"Bahrain, Kingdom of",2022,Automotive products,1321
"Bahrain, Kingdom of",2022,Iron and steel,1102
"Bahrain, Kingdom of",2022,Other,2911
"Bahrain, Kingdom of",2023,Fuels and mining products,22563
"Bahrain, Kingdom of",2023,Manufactures,13564
"Bahrain, Kingdom of",2023,Fuels,12936
"Bahrain, Kingdom of",2023,Machinery and transport equipment,5673
"Bahrain, Kingdom of",2023,Agricultural products,3195
"Bahrain, Kingdom of",2023,Food,3076
"Bahrain, Kingdom of",2023,Transport equipment,2295
"Bahrain, Kingdom of",2023,Chemicals,2294
"Bahrain, Kingdom of",2023,Automotive products,1643
"Bahrain, Kingdom of",2023,Iron and steel,1019
"Bahrain, Kingdom of",2023,Other,3045
Bangladesh,2018,Manufactures,79400
Bangladesh,2018,Clothing,33234
Bangladesh,2018,Machinery and transport equipment,14400
Bangladesh,2018,Textiles,13122
Bangladesh,2018,Agricultural products,11775
Bangladesh,2018,Food,8725
Bangladesh,2018,Fuels and mining products,7838
Bangladesh,2018,Chemicals,6783
Bangladesh,2018,Fuels,5689
Bangladesh,2018,Transport equipment,3670
Bangladesh,2018,Other,8621
Bangladesh,2019,Manufactures,76792
Bangladesh,2019,Clothing,34302
Bangladesh,2019,Machinery and transport equipment,12709
Bangladesh,2019,Textiles,12235
Bangladesh,2019,Agricultural products,11552
Bangladesh,2019,Fuels and mining products,9075
Bangladesh,2019,Food,8668
Bangladesh,2019,Chemicals,6616
Bangladesh,2019,Fuels,6598
Bangladesh,2019,Transport equipment,3896
Bangladesh,2019,Other,8051
Bangladesh,2020,Manufactures,65983
Bangladesh,2020,Clothing,27763
Bangladesh,2020,Agricultural products,12684
Bangladesh,2020,Machinery and transport equipment,10895
Bangladesh,2020,Textiles,10792
Bangladesh,2020,Food,9965
Bangladesh,2020,Fuels and mining products,7337
Bangladesh,2020,Chemicals,6543
Bangladesh,2020,Fuels,5098
Bangladesh,2020,Transport equipment,2226
Bangladesh,2020,Other,7774
Bangladesh,2021,Manufactures,93271
Bangladesh,2021,Clothing,36132
Bangladesh,2021,Agricultural products,17974
Bangladesh,2021,Textiles,16667
Bangladesh,2021,Machinery and transport equipment,15585
Bangladesh,2021,Food,13620
Bangladesh,2021,Fuels and mining products,12655
Bangladesh,2021,Chemicals,11474
Bangladesh,2021,Fuels,8917
Bangladesh,2021,Transport equipment,3401
Bangladesh,2021,Other,12139
Bangladesh,2022,Manufactures,104241
Bangladesh,2022,Clothing,46036
Bangladesh,2022,Fuels and mining products,20025
Bangladesh,2022,Agricultural products,17395
Bangladesh,2022,Fuels,16358
Bangladesh,2022,Textiles,16343
Bangladesh,2022,Machinery and transport equipment,14993
Bangladesh,2022,Food,12984
Bangladesh,2022,Chemicals,11848
Bangladesh,2022,Iron and steel,3141
Bangladesh,2022,Other,10730
Bangladesh,2023,Manufactures,91473
Bangladesh,2023,Clothing,36156
Bangladesh,2023,Fuels and mining products,15775
Bangladesh,2023,Agricultural products,14452
Bangladesh,2023,Fuels,12604
Bangladesh,2023,Textiles,12571
Bangladesh,2023,Machinery and transport equipment,11593
Bangladesh,2023,Food,10932
Bangladesh,2023,Chemicals,7991
Bangladesh,2023,Transport equipment,2288
Bangladesh,2023,Other,7125
Bangladesh,2024,Clothing,38482
Bangladesh,2024,Textiles,12787
Barbados,2018,Manufactures,1039
Barbados,2018,Fuels and mining products,512
Barbados,2018,Fuels,493
Barbados,2018,Agricultural products,474
Barbados,2018,Food,458
Barbados,2018,Machinery and transport equipment,321
Barbados,2018,Chemicals,225
Barbados,2018,Transport equipment,102
Barbados,2018,Automotive products,91
Barbados,2018,Pharmaceuticals,81
Barbados,2018,Other,196
Barbados,2019,Manufactures,1034
Barbados,2019,Fuels and mining products,508
Barbados,2019,Fuels,491
Barbados,2019,Agricultural products,468
Barbados,2019,Food,452
Barbados,2019,Machinery and transport equipment,348
Barbados,2019,Chemicals,205
Barbados,2019,Transport equipment,108
Barbados,2019,Automotive products,93
Barbados,2019,Pharmaceuticals,73
Barbados,2019,Other,187
Barbados,2020,Manufactures,1019
Barbados,2020,Agricultural products,446
Barbados,2020,Food,428
Barbados,2020,Machinery and transport equipment,396
Barbados,2020,Fuels and mining products,371
Barbados,2020,Fuels,352
Barbados,2020,Chemicals,225
Barbados,2020,Transport equipment,112
Barbados,2020,Automotive products,97
Barbados,2020,Office and telecom equipment,77
Barbados,2020,Other,203
Barbados,2021,Manufactures,1082
Barbados,2021,Agricultural products,483
Barbados,2021,Food,462
Barbados,2021,Fuels and mining products,445
Barbados,2021,Fuels,427
Barbados,2021,Machinery and transport equipment,393
Barbados,2021,Chemicals,234
Barbados,2021,Office and telecom equipment,100
Barbados,2021,Transport equipment,96
Barbados,2021,Automotive products,83
Barbados,2021,Other,244
Barbados,2022,Manufactures,1245
Barbados,2022,Fuels and mining products,787
Barbados,2022,Fuels,761
Barbados,2022,Agricultural products,599
Barbados,2022,Food,573
Barbados,2022,Machinery and transport equipment,432
Barbados,2022,Chemicals,250
Barbados,2022,Transport equipment,115
Barbados,2022,Automotive products,93
Barbados,2022,Office and telecom equipment,93
Barbados,2022,Other,261
Barbados,2023,Manufactures,1223
Barbados,2023,Fuels and mining products,734
Barbados,2023,Fuels,704
Barbados,2023,Agricultural products,611
Barbados,2023,Food,590
Barbados,2023,Machinery and transport equipment,496
Barbados,2023,Chemicals,225
Barbados,2023,Transport equipment,147
Barbados,2023,Automotive products,131
Barbados,2023,Office and telecom equipment,100
Barbados,2023,Other,260
Belarus,2018,Manufactures,38478
Belarus,2018,Fuels and mining products,21132
Belarus,2018,Fuels,19562
Belarus,2018,Machinery and transport equipment,13879
Belarus,2018,Agricultural products,10662
Belarus,2018,Chemicals,9561
Belarus,2018,Food,8955
Belarus,2018,Transport equipment,5193
Belarus,2018,Automotive products,4544
Belarus,2018,Iron and steel,3043
Belarus,2018,Other,7137
Belarus,2019,Manufactures,40151
Belarus,2019,Fuels and mining products,18118
Belarus,2019,Fuels,16607
Belarus,2019,Machinery and transport equipment,15109
Belarus,2019,Agricultural products,11330
Belarus,2019,Chemicals,9575
Belarus,2019,Food,9411
Belarus,2019,Transport equipment,5694
Belarus,2019,Automotive products,4422
Belarus,2019,Iron and steel,2904
Belarus,2019,Other,7485
Belarus,2020,Manufactures,36426
Belarus,2020,Machinery and transport equipment,13243
Belarus,2020,Fuels and mining products,11737
Belarus,2020,Agricultural products,11168
Belarus,2020,Fuels,10365
Belarus,2020,Food,9242
Belarus,2020,Chemicals,8955
Belarus,2020,Transport equipment,4686
Belarus,2020,Automotive products,3581
Belarus,2020,Iron and steel,2450
Belarus,2020,Other,7044
Belarus,2021,Manufactures,35993
Belarus,2021,Fuels and mining products,21036
Belarus,2021,Fuels,19239
Belarus,2021,Machinery and transport equipment,13299
Belarus,2021,Agricultural products,12922
Belarus,2021,Food,10955
Belarus,2021,Chemicals,5139
Belarus,2021,Transport equipment,4133
Belarus,2021,Iron and steel,3874
Belarus,2021,Automotive products,2950
Belarus,2021,Other,7947
Belarus,2022,Manufactures,33862
Belarus,2022,Fuels and mining products,19733
Belarus,2022,Fuels,18055
Belarus,2022,Machinery and transport equipment,12480
Belarus,2022,Agricultural products,12248
Belarus,2022,Food,10376
Belarus,2022,Chemicals,4813
Belarus,2022,Transport equipment,3886
Belarus,2022,Iron and steel,3644
Belarus,2022,Automotive products,2766
Belarus,2022,Other,7447
Belarus,2023,Manufactures,37082
Belarus,2023,Fuels and mining products,21729
Belarus,2023,Fuels,19865
Belarus,2023,Machinery and transport equipment,13733
Belarus,2023,Agricultural products,13224
Belarus,2023,Food,11217
Belarus,2023,Chemicals,5316
Belarus,2023,Transport equipment,4260
Belarus,2023,Iron and steel,3992
Belarus,2023,Automotive products,3049
Belarus,2023,Other,8218
Belgium,2018,Manufactures,677547
Belgium,2018,Chemicals,257441
Belgium,2018,Machinery and transport equipment,215164
Belgium,2018,Fuels and mining products,142737
Belgium,2018,Transport equipment,117928
Belgium,2018,Fuels,107230
Belgium,2018,Automotive products,105427
Belgium,2018,Agricultural products,97145
Belgium,2018,Pharmaceuticals,93150
Belgium,2018,Food,85500
Belgium,2018,Other,105618
Belgium,2019,Manufactures,656413
Belgium,2019,Chemicals,246441
Belgium,2019,Machinery and transport equipment,221814
Belgium,2019,Transport equipment,122369
Belgium,2019,Fuels and mining products,120123
Belgium,2019,Automotive products,110682
Belgium,2019,Pharmaceuticals,103030
Belgium,2019,Agricultural products,93514
Belgium,2019,Fuels,87407
Belgium,2019,Food,82493
Belgium,2019,Other,104980
Belgium,2020,Manufactures,623606
Belgium,2020,Chemicals,250991
Belgium,2020,Machinery and transport equipment,199329
Belgium,2020,Pharmaceuticals,117253
Belgium,2020,Transport equipment,101987
Belgium,2020,Agricultural products,95468
Belgium,2020,Fuels and mining products,94151
Belgium,2020,Automotive products,90806
Belgium,2020,Food,85321
Belgium,2020,Fuels,58918
Belgium,2020,Other,100898
Belgium,2021,Manufactures,792569
Belgium,2021,Chemicals,352478
Belgium,2021,Machinery and transport equipment,224439
Belgium,2021,Pharmaceuticals,173318
Belgium,2021,Fuels and mining products,171545
Belgium,2021,Fuels,121092
Belgium,2021,Agricultural products,110951
Belgium,2021,Transport equipment,108352
Belgium,2021,Food,97652
Belgium,2021,Automotive products,94525
Belgium,2021,Other,121319
Belgium,2022,Manufactures,820804
Belgium,2022,Chemicals,371002
Belgium,2022,Fuels and mining products,300013
Belgium,2022,Fuels,250622
Belgium,2022,Machinery and transport equipment,227895
Belgium,2022,Pharmaceuticals,184946
Belgium,2022,Agricultural products,116499
Belgium,2022,Transport equipment,112756
Belgium,2022,Food,102743
Belgium,2022,Automotive products,100513
Belgium,2022,Other,129487
Belgium,2023,Manufactures,789008
Belgium,2023,Chemicals,324994
Belgium,2023,Machinery and transport equipment,269239
Belgium,2023,Fuels and mining products,201187
Belgium,2023,Fuels,160993
Belgium,2023,Pharmaceuticals,158595
Belgium,2023,Transport equipment,140835
Belgium,2023,Automotive products,128059
Belgium,2023,Agricultural products,122624
Belgium,2023,Food,110186
Belgium,2023,Other,127580
Belize,2018,Manufactures,630
Belize,2018,Agricultural products,391
Belize,2018,Food,373
Belize,2018,Machinery and transport equipment,214
Belize,2018,Fuels and mining products,174
Belize,2018,Fuels,168
Belize,2018,Chemicals,107
Belize,2018,Transport equipment,73
Belize,2018,Clothing,56
Belize,2018,Automotive products,47
Belize,2018,Other,129
Belize,2019,Manufactures,638
Belize,2019,Agricultural products,414
Belize,2019,Food,394
Belize,2019,Machinery and transport equipment,214
Belize,2019,Fuels and mining products,177
Belize,2019,Fuels,170
Belize,2019,Chemicals,105
Belize,2019,Transport equipment,67
Belize,2019,Clothing,57
Belize,2019,Automotive products,44
Belize,2019,Other,123
Belize,2020,Manufactures,502
Belize,2020,Agricultural products,403
Belize,2020,Food,391
Belize,2020,Machinery and transport equipment,170
Belize,2020,Chemicals,99
Belize,2020,Fuels and mining products,92
Belize,2020,Fuels,87
Belize,2020,Transport equipment,48
Belize,2020,Automotive products,31
Belize,2020,Clothing,26
Belize,2020,Other,95
Belize,2021,Manufactures,694
Belize,2021,Agricultural products,474
Belize,2021,Food,455
Belize,2021,Machinery and transport equipment,222
Belize,2021,Fuels and mining products,154
Belize,2021,Fuels,145
Belize,2021,Chemicals,125
Belize,2021,Transport equipment,55
Belize,2021,Iron and steel,51
Belize,2021,Clothing,40
Belize,2021,Other,130
Belize,2022,Manufactures,901
Belize,2022,Agricultural products,519
Belize,2022,Food,495
Belize,2022,Machinery and transport equipment,290
Belize,2022,Fuels and mining products,240
Belize,2022,Fuels,231
Belize,2022,Chemicals,163
Belize,2022,Transport equipment,87
Belize,2022,Clothing,66
Belize,2022,Automotive products,56
Belize,2022,Other,162
Belize,2023,Manufactures,873
Belize,2023,Agricultural products,486
Belize,2023,Food,460
Belize,2023,Machinery and transport equipment,316
Belize,2023,Fuels and mining products,228
Belize,2023,Fuels,219
Belize,2023,Chemicals,147
Belize,2023,Transport equipment,98
Belize,2023,Automotive products,65
Belize,2023,Clothing,56
Belize,2023,Other,161
Benin,2018,Agricultural products,2368
Benin,2018,Food,1875
Benin,2018,Manufactures,1253
Benin,2018,Fuels and mining products,658
Benin,2018,Fuels,630
Benin,2018,Machinery and transport equipment,508
Benin,2018,Chemicals,303
Benin,2018,Transport equipment,220
Benin,2018,Automotive products,134
Benin,2018,Iron and steel,127
Benin,2018,Other,311
Benin,2019,Agricultural products,1863
Benin,2019,Food,1342
Benin,2019,Manufactures,1278
Benin,2019,Fuels and mining products,597
Benin,2019,Fuels,573
Benin,2019,Machinery and transport equipment,471
Benin,2019,Chemicals,368
Benin,2019,Transport equipment,220
Benin,2019,Automotive products,136
Benin,2019,Iron and steel,130
Benin,2019,Other,290
Benin,2020,Agricultural products,1581
Benin,2020,Manufactures,1377
Benin,2020,Food,1065
Benin,2020,Fuels and mining products,527
Benin,2020,Machinery and transport equipment,520
Benin,2020,Fuels,511
Benin,2020,Chemicals,365
Benin,2020,Transport equipment,225
Benin,2020,Automotive products,144
Benin,2020,Iron and steel,133
Benin,2020,Other,342
Benin,2021,Agricultural products,2079
Benin,2021,Manufactures,1783
Benin,2021,Food,1377
Benin,2021,Machinery and transport equipment,723
Benin,2021,Fuels and mining products,569
Benin,2021,Fuels,539
Benin,2021,Chemicals,408
Benin,2021,Transport equipment,326
Benin,2021,Iron and steel,237
Benin,2021,Automotive products,170
Benin,2021,Other,436
Benin,2022,Manufactures,1981
Benin,2022,Agricultural products,1967
Benin,2022,Food,1303
Benin,2022,Fuels and mining products,787
Benin,2022,Fuels,752
Benin,2022,Machinery and transport equipment,633
Benin,2022,Chemicals,460
Benin,2022,Iron and steel,319
Benin,2022,Transport equipment,189
Benin,2022,Pharmaceuticals,175
Benin,2022,Other,351
Benin,2023,Agricultural products,2211
Benin,2023,Manufactures,2001
Benin,2023,Food,1620
Benin,2023,Machinery and transport equipment,807
Benin,2023,Fuels and mining products,732
Benin,2023,Fuels,707
Benin,2023,Chemicals,474
Benin,2023,Transport equipment,246
Benin,2023,Iron and steel,200
Benin,2023,Pharmaceuticals,153
Benin,2023,Other,438
Bermuda,2018,Manufactures,597
Bermuda,2018,Agricultural products,233
Bermuda,2018,Food,226
Bermuda,2018,Machinery and transport equipment,184
Bermuda,2018,Fuels and mining products,134
Bermuda,2018,Fuels,130
Bermuda,2018,Chemicals,71
Bermuda,2018,Transport equipment,62
Bermuda,2018,Automotive products,43
Bermuda,2018,Office and telecom equipment,38
Bermuda,2018,Other,108
Bermuda,2019,Manufactures,686
Bermuda,2019,Machinery and transport equipment,250
Bermuda,2019,Agricultural products,226
Bermuda,2019,Food,220
Bermuda,2019,Fuels and mining products,104
Bermuda,2019,Fuels,100
Bermuda,2019,Chemicals,72
Bermuda,2019,Transport equipment,64
Bermuda,2019,Automotive products,45
Bermuda,2019,Office and telecom equipment,39
Bermuda,2019,Other,110
Bermuda,2020,Manufactures,489
Bermuda,2020,Agricultural products,224
Bermuda,2020,Food,218
Bermuda,2020,Machinery and transport equipment,155
Bermuda,2020,Chemicals,71
Bermuda,2020,Fuels and mining products,57
Bermuda,2020,Fuels,53
Bermuda,2020,Transport equipment,53
Bermuda,2020,Office and telecom equipment,27
Bermuda,2020,Automotive products,26
Bermuda,2020,Other,87
Bermuda,2021,Manufactures,607
Bermuda,2021,Agricultural products,239
Bermuda,2021,Food,232
Bermuda,2021,Machinery and transport equipment,199
Bermuda,2021,Fuels and mining products,94
Bermuda,2021,Chemicals,91
Bermuda,2021,Fuels,91
Bermuda,2021,Transport equipment,77
